location,horizon,output_type_id,value,target_end_date,reference_date,output_type,target
09,0,0.1,0.0,2024-11-30,2024-11-30,quantile,wk inc flu hosp
10,0,0.1,4.232909462803309,2024-11-30,2024-11-30,quantile,wk inc flu hosp
11,0,0.1,2.3106763935467116,2024-11-30,2024-11-30,quantile,wk inc flu hosp
12,0,0.1,293.0531866474105,2024-11-30,2024-11-30,quantile,wk inc flu hosp
13,0,0.1,20.39829489082414,2024-11-30,2024-11-30,quantile,wk inc flu hosp
15,0,0.1,4.236078588655065,2024-11-30,2024-11-30,quantile,wk inc flu hosp
16,0,0.1,17.003621913215646,2024-11-30,2024-11-30,quantile,wk inc flu hosp
17,0,0.1,67.9449937569526,2024-11-30,2024-11-30,quantile,wk inc flu hosp
18,0,0.1,19.836653544762182,2024-11-30,2024-11-30,quantile,wk inc flu hosp
19,0,0.1,0.0,2024-11-30,2024-11-30,quantile,wk inc flu hosp
20,0,0.1,7.358232583281809,2024-11-30,2024-11-30,quantile,wk inc flu hosp
21,0,0.1,4.547946800961084,2024-11-30,2024-11-30,quantile,wk inc flu hosp
22,0,0.1,47.99720316440005,2024-11-30,2024-11-30,quantile,wk inc flu hosp
23,0,0.1,0.0,2024-11-30,2024-11-30,quantile,wk inc flu hosp
24,0,0.1,9.394419410694887,2024-11-30,2024-11-30,quantile,wk inc flu hosp
25,0,0.1,44.232996983294896,2024-11-30,2024-11-30,quantile,wk inc flu hosp
26,0,0.1,32.343034256744765,2024-11-30,2024-11-30,quantile,wk inc flu hosp
27,0,0.1,2.353780329461742,2024-11-30,2024-11-30,quantile,wk inc flu hosp
28,0,0.1,6.558348806995051,2024-11-30,2024-11-30,quantile,wk inc flu hosp
29,0,0.1,25.850684338630266,2024-11-30,2024-11-30,quantile,wk inc flu hosp
30,0,0.1,0.0,2024-11-30,2024-11-30,quantile,wk inc flu hosp
31,0,0.1,0.0,2024-11-30,2024-11-30,quantile,wk inc flu hosp
32,0,0.1,24.923349092494817,2024-11-30,2024-11-30,quantile,wk inc flu hosp
33,0,0.1,5.213219757583398,2024-11-30,2024-11-30,quantile,wk inc flu hosp
34,0,0.1,0.0,2024-11-30,2024-11-30,quantile,wk inc flu hosp
35,0,0.1,11.21051975613269,2024-11-30,2024-11-30,quantile,wk inc flu hosp
36,0,0.1,80.82195980625337,2024-11-30,2024-11-30,quantile,wk inc flu hosp
37,0,0.1,8.155226983217062,2024-11-30,2024-11-30,quantile,wk inc flu hosp
38,0,0.1,0.0,2024-11-30,2024-11-30,quantile,wk inc flu hosp
39,0,0.1,405.3729935392491,2024-11-30,2024-11-30,quantile,wk inc flu hosp
40,0,0.1,2.488343015662638,2024-11-30,2024-11-30,quantile,wk inc flu hosp
41,0,0.1,25.46237433656876,2024-11-30,2024-11-30,quantile,wk inc flu hosp
42,0,0.1,87.64369458793907,2024-11-30,2024-11-30,quantile,wk inc flu hosp
44,0,0.1,0.0,2024-11-30,2024-11-30,quantile,wk inc flu hosp
45,0,0.1,2.4178623581371834,2024-11-30,2024-11-30,quantile,wk inc flu hosp
46,0,0.1,0.0,2024-11-30,2024-11-30,quantile,wk inc flu hosp
47,0,0.1,17.327122995597296,2024-11-30,2024-11-30,quantile,wk inc flu hosp
48,0,0.1,202.17537033272504,2024-11-30,2024-11-30,quantile,wk inc flu hosp
49,0,0.1,9.227292159805437,2024-11-30,2024-11-30,quantile,wk inc flu hosp
50,0,0.1,0.0,2024-11-30,2024-11-30,quantile,wk inc flu hosp
51,0,0.1,10.307795486474106,2024-11-30,2024-11-30,quantile,wk inc flu hosp
53,0,0.1,15.02748849164985,2024-11-30,2024-11-30,quantile,wk inc flu hosp
54,0,0.1,0.4532781792265195,2024-11-30,2024-11-30,quantile,wk inc flu hosp
55,0,0.1,13.691601141132683,2024-11-30,2024-11-30,quantile,wk inc flu hosp
56,0,0.1,2.238150847357541,2024-11-30,2024-11-30,quantile,wk inc flu hosp
72,0,0.1,27.944404016405404,2024-11-30,2024-11-30,quantile,wk inc flu hosp
US,0,0.1,2966.600898091005,2024-11-30,2024-11-30,quantile,wk inc flu hosp
01,0,0.15,34.95122237498104,2024-11-30,2024-11-30,quantile,wk inc flu hosp
02,0,0.15,2.4965121018907808,2024-11-30,2024-11-30,quantile,wk inc flu hosp
04,0,0.15,386.80113418255917,2024-11-30,2024-11-30,quantile,wk inc flu hosp
05,0,0.15,0.0,2024-11-30,2024-11-30,quantile,wk inc flu hosp
06,0,0.15,419.52960300513735,2024-11-30,2024-11-30,quantile,wk inc flu hosp
08,0,0.15,16.548864500986067,2024-11-30,2024-11-30,quantile,wk inc flu hosp
09,0,0.15,0.0,2024-11-30,2024-11-30,quantile,wk inc flu hosp
10,0,0.15,5.024003933564572,2024-11-30,2024-11-30,quantile,wk inc flu hosp
11,0,0.15,2.9372664729767317,2024-11-30,2024-11-30,quantile,wk inc flu hosp
12,0,0.15,311.67063631694464,2024-11-30,2024-11-30,quantile,wk inc flu hosp
13,0,0.15,24.64414164972829,2024-11-30,2024-11-30,quantile,wk inc flu hosp
15,0,0.15,5.092661498069101,2024-11-30,2024-11-30,quantile,wk inc flu hosp
16,0,0.15,19.422098070746138,2024-11-30,2024-11-30,quantile,wk inc flu hosp
17,0,0.15,73.21631435261628,2024-11-30,2024-11-30,quantile,wk inc flu hosp
18,0,0.15,22.672946545150747,2024-11-30,2024-11-30,quantile,wk inc flu hosp
19,0,0.15,0.0,2024-11-30,2024-11-30,quantile,wk inc flu hosp
20,0,0.15,8.76214914334564,2024-11-30,2024-11-30,quantile,wk inc flu hosp
21,0,0.15,6.652947639802138,2024-11-30,2024-11-30,quantile,wk inc flu hosp
22,0,0.15,51.909159987917334,2024-11-30,2024-11-30,quantile,wk inc flu hosp
23,0,0.15,0.0,2024-11-30,2024-11-30,quantile,wk inc flu hosp
24,0,0.15,11.442566397273676,2024-11-30,2024-11-30,quantile,wk inc flu hosp
25,0,0.15,48.68017316644642,2024-11-30,2024-11-30,quantile,wk inc flu hosp
26,0,0.15,36.97447405454735,2024-11-30,2024-11-30,quantile,wk inc flu hosp
27,0,0.15,4.5587268482214895,2024-11-30,2024-11-30,quantile,wk inc flu hosp
28,0,0.15,8.134526416717556,2024-11-30,2024-11-30,quantile,wk inc flu hosp
29,0,0.15,29.247685762344627,2024-11-30,2024-11-30,quantile,wk inc flu hosp
30,0,0.15,0.0,2024-11-30,2024-11-30,quantile,wk inc flu hosp
31,0,0.15,0.0,2024-11-30,2024-11-30,quantile,wk inc flu hosp
32,0,0.15,27.81017762115669,2024-11-30,2024-11-30,quantile,wk inc flu hosp
33,0,0.15,6.094193430149979,2024-11-30,2024-11-30,quantile,wk inc flu hosp
34,0,0.15,0.0,2024-11-30,2024-11-30,quantile,wk inc flu hosp
35,0,0.15,13.05202333735151,2024-11-30,2024-11-30,quantile,wk inc flu hosp
36,0,0.15,88.25804750276863,2024-11-30,2024-11-30,quantile,wk inc flu hosp
37,0,0.15,11.64456888438169,2024-11-30,2024-11-30,quantile,wk inc flu hosp
38,0,0.15,0.39874025217983194,2024-11-30,2024-11-30,quantile,wk inc flu hosp
39,0,0.15,433.40622602292484,2024-11-30,2024-11-30,quantile,wk inc flu hosp
40,0,0.15,4.304485750811534,2024-11-30,2024-11-30,quantile,wk inc flu hosp
41,0,0.15,28.506556555700712,2024-11-30,2024-11-30,quantile,wk inc flu hosp
42,0,0.15,96.58077584460416,2024-11-30,2024-11-30,quantile,wk inc flu hosp
44,0,0.15,0.0,2024-11-30,2024-11-30,quantile,wk inc flu hosp
45,0,0.15,4.029598033591981,2024-11-30,2024-11-30,quantile,wk inc flu hosp
46,0,0.15,0.0,2024-11-30,2024-11-30,quantile,wk inc flu hosp
47,0,0.15,20.340589458892534,2024-11-30,2024-11-30,quantile,wk inc flu hosp
48,0,0.15,216.0132031903953,2024-11-30,2024-11-30,quantile,wk inc flu hosp
49,0,0.15,10.738944613391636,2024-11-30,2024-11-30,quantile,wk inc flu hosp
50,0,0.15,0.0,2024-11-30,2024-11-30,quantile,wk inc flu hosp
51,0,0.15,13.489837142674387,2024-11-30,2024-11-30,quantile,wk inc flu hosp
53,0,0.15,18.03897390739179,2024-11-30,2024-11-30,quantile,wk inc flu hosp
54,0,0.15,1.3372832138218238,2024-11-30,2024-11-30,quantile,wk inc flu hosp
55,0,0.15,16.243948380032553,2024-11-30,2024-11-30,quantile,wk inc flu hosp
56,0,0.15,2.9346121879954112,2024-11-30,2024-11-30,quantile,wk inc flu hosp
72,0,0.15,30.44150150906135,2024-11-30,2024-11-30,quantile,wk inc flu hosp
US,0,0.15,3085.1193408510394,2024-11-30,2024-11-30,quantile,wk inc flu hosp
01,0,0.2,37.65053982464621,2024-11-30,2024-11-30,quantile,wk inc flu hosp
02,0,0.2,2.9844917377643676,2024-11-30,2024-11-30,quantile,wk inc flu hosp
04,0,0.2,408.7398972780795,2024-11-30,2024-11-30,quantile,wk inc flu hosp
05,0,0.2,0.6285464351444788,2024-11-30,2024-11-30,quantile,wk inc flu hosp
06,0,0.2,435.7853225806201,2024-11-30,2024-11-30,quantile,wk inc flu hosp
08,0,0.2,18.365868350720262,2024-11-30,2024-11-30,quantile,wk inc flu hosp
09,0,0.2,0.0,2024-11-30,2024-11-30,quantile,wk inc flu hosp
10,0,0.2,5.812023550407833,2024-11-30,2024-11-30,quantile,wk inc flu hosp
11,0,0.2,3.3386662861040315,2024-11-30,2024-11-30,quantile,wk inc flu hosp
12,0,0.2,325.9785391602252,2024-11-30,2024-11-30,quantile,wk inc flu hosp
13,0,0.2,27.747517854408912,2024-11-30,2024-11-30,quantile,wk inc flu hosp
15,0,0.2,5.82699812324561,2024-11-30,2024-11-30,quantile,wk inc flu hosp
16,0,0.2,21.33263416588909,2024-11-30,2024-11-30,quantile,wk inc flu hosp
17,0,0.2,77.6869750750158,2024-11-30,2024-11-30,quantile,wk inc flu hosp
18,0,0.2,25.088487707029017,2024-11-30,2024-11-30,quantile,wk inc flu hosp
19,0,0.2,0.0,2024-11-30,2024-11-30,quantile,wk inc flu hosp
20,0,0.2,9.872233516433258,2024-11-30,2024-11-30,quantile,wk inc flu hosp
21,0,0.2,8.576401517590748,2024-11-30,2024-11-30,quantile,wk inc flu hosp
22,0,0.2,55.260239811190985,2024-11-30,2024-11-30,quantile,wk inc flu hosp
23,0,0.2,0.0,2024-11-30,2024-11-30,quantile,wk inc flu hosp
24,0,0.2,12.899925031027434,2024-11-30,2024-11-30,quantile,wk inc flu hosp
25,0,0.2,52.52759997864573,2024-11-30,2024-11-30,quantile,wk inc flu hosp
26,0,0.2,41.23140823011574,2024-11-30,2024-11-30,quantile,wk inc flu hosp
27,0,0.2,6.496039565821203,2024-11-30,2024-11-30,quantile,wk inc flu hosp
28,0,0.2,9.565465351845758,2024-11-30,2024-11-30,quantile,wk inc flu hosp
29,0,0.2,31.956585105879007,2024-11-30,2024-11-30,quantile,wk inc flu hosp
30,0,0.2,0.0,2024-11-30,2024-11-30,quantile,wk inc flu hosp
31,0,0.2,0.11405240255795315,2024-11-30,2024-11-30,quantile,wk inc flu hosp
32,0,0.2,30.103083673390675,2024-11-30,2024-11-30,quantile,wk inc flu hosp
33,0,0.2,6.835599768919704,2024-11-30,2024-11-30,quantile,wk inc flu hosp
34,0,0.2,0.0,2024-11-30,2024-11-30,quantile,wk inc flu hosp
35,0,0.2,14.802135224062019,2024-11-30,2024-11-30,quantile,wk inc flu hosp
36,0,0.2,94.3318472863592,2024-11-30,2024-11-30,quantile,wk inc flu hosp
37,0,0.2,14.658922299870637,2024-11-30,2024-11-30,quantile,wk inc flu hosp
38,0,0.2,0.7037248171310675,2024-11-30,2024-11-30,quantile,wk inc flu hosp
39,0,0.2,459.33761531727635,2024-11-30,2024-11-30,quantile,wk inc flu hosp
40,0,0.2,5.654264216174105,2024-11-30,2024-11-30,quantile,wk inc flu hosp
41,0,0.2,30.954045703624086,2024-11-30,2024-11-30,quantile,wk inc flu hosp
42,0,0.2,104.66928560069151,2024-11-30,2024-11-30,quantile,wk inc flu hosp
44,0,0.2,0.06670955012851676,2024-11-30,2024-11-30,quantile,wk inc flu hosp
45,0,0.2,5.451001005919671,2024-11-30,2024-11-30,quantile,wk inc flu hosp
46,0,0.2,0.0,2024-11-30,2024-11-30,quantile,wk inc flu hosp
47,0,0.2,22.711170973712452,2024-11-30,2024-11-30,quantile,wk inc flu hosp
48,0,0.2,225.08215165716928,2024-11-30,2024-11-30,quantile,wk inc flu hosp
49,0,0.2,11.733665180809828,2024-11-30,2024-11-30,quantile,wk inc flu hosp
50,0,0.2,0.0,2024-11-30,2024-11-30,quantile,wk inc flu hosp
51,0,0.2,16.085568886465996,2024-11-30,2024-11-30,quantile,wk inc flu hosp
53,0,0.2,20.43093600869979,2024-11-30,2024-11-30,quantile,wk inc flu hosp
54,0,0.2,2.0815777741011248,2024-11-30,2024-11-30,quantile,wk inc flu hosp
55,0,0.2,18.255880583014317,2024-11-30,2024-11-30,quantile,wk inc flu hosp
56,0,0.2,3.5623140918770537,2024-11-30,2024-11-30,quantile,wk inc flu hosp
72,0,0.2,32.69657451077858,2024-11-30,2024-11-30,quantile,wk inc flu hosp
US,0,0.2,3188.5300123752604,2024-11-30,2024-11-30,quantile,wk inc flu hosp
01,0,0.25,39.8791723539864,2024-11-30,2024-11-30,quantile,wk inc flu hosp
02,0,0.25,3.5521998584852645,2024-11-30,2024-11-30,quantile,wk inc flu hosp
04,0,0.25,425.66126528992646,2024-11-30,2024-11-30,quantile,wk inc flu hosp
05,0,0.25,1.5827593805074602,2024-11-30,2024-11-30,quantile,wk inc flu hosp
