"location","horizon","target_end_date","reference_date","target","output_type","output_type_id","value"
"04",2,2024-12-14,2024-11-30,"wk inc flu hosp","quantile","0.025",208.836005982945
"04",2,2024-12-14,2024-11-30,"wk inc flu hosp","quantile","0.1",298.718829104352
"04",2,2024-12-14,2024-11-30,"wk inc flu hosp","quantile","0.25",409.910621907106
"04",2,2024-12-14,2024-11-30,"wk inc flu hosp","quantile","0.5",565.408296790022
"04",2,2024-12-14,2024-11-30,"wk inc flu hosp","quantile","0.75",719.958588783896
"04",2,2024-12-14,2024-11-30,"wk inc flu hosp","quantile","0.9",894.536420530257
"04",2,2024-12-14,2024-11-30,"wk inc flu hosp","quantile","0.975",1183.67422515827
"04",3,2024-12-21,2024-11-30,"wk inc flu hosp","quantile","0.025",197.400357311909
"04",3,2024-12-21,2024-11-30,"wk inc flu hosp","quantile","0.1",278.635246246074
"04",3,2024-12-21,2024-11-30,"wk inc flu hosp","quantile","0.25",363.298497290629
"04",3,2024-12-21,2024-11-30,"wk inc flu hosp","quantile","0.5",514.451513108034
"04",3,2024-12-21,2024-11-30,"wk inc flu hosp","quantile","0.75",737.046488216042
"04",3,2024-12-21,2024-11-30,"wk inc flu hosp","quantile","0.9",954.29720533299
"04",3,2024-12-21,2024-11-30,"wk inc flu hosp","quantile","0.975",1209.04413100675
"05",0,2024-11-30,2024-11-30,"wk inc flu hosp","quantile","0.025",0.927977231667168
"05",0,2024-11-30,2024-11-30,"wk inc flu hosp","quantile","0.1",3.28447849468363
"05",0,2024-11-30,2024-11-30,"wk inc flu hosp","quantile","0.25",5.73483215369191
"05",0,2024-11-30,2024-11-30,"wk inc flu hosp","quantile","0.5",9.93525281744814
"05",0,2024-11-30,2024-11-30,"wk inc flu hosp","quantile","0.75",13.9960562597055
"05",0,2024-11-30,2024-11-30,"wk inc flu hosp","quantile","0.9",20.3380920932021
"05",0,2024-11-30,2024-11-30,"wk inc flu hosp","quantile","0.975",29.2993274184862
"05",1,2024-12-07,2024-11-30,"wk inc flu hosp","quantile","0.025",0.957959621814116
"05",1,2024-12-07,2024-11-30,"wk inc flu hosp","quantile","0.1",2.48796875787709
"05",1,2024-12-07,2024-11-30,"wk inc flu hosp","quantile","0.25",6.12342285515644
"05",1,2024-12-07,2024-11-30,"wk inc flu hosp","quantile","0.5",13.019065147946
"05",1,2024-12-07,2024-11-30,"wk inc flu hosp","quantile","0.75",20.4389490979864
"05",1,2024-12-07,2024-11-30,"wk inc flu hosp","quantile","0.9",28.3362351046719
"05",1,2024-12-07,2024-11-30,"wk inc flu hosp","quantile","0.975",41.7933739278245
"05",2,2024-12-14,2024-11-30,"wk inc flu hosp","quantile","0.025",0.969805319458311
"05",2,2024-12-14,2024-11-30,"wk inc flu hosp","quantile","0.1",2.85045388785852
"05",2,2024-12-14,2024-11-30,"wk inc flu hosp","quantile","0.25",5.56249723799606
"05",2,2024-12-14,2024-11-30,"wk inc flu hosp","quantile","0.5",16.3583999986275
"05",2,2024-12-14,2024-11-30,"wk inc flu hosp","quantile","0.75",30.046434475211
"05",2,2024-12-14,2024-11-30,"wk inc flu hosp","quantile","0.9",40.4076791695469
"05",2,2024-12-14,2024-11-30,"wk inc flu hosp","quantile","0.975",56.3151843511213
"05",3,2024-12-21,2024-11-30,"wk inc flu hosp","quantile","0.025",0.991719649198655
"05",3,2024-12-21,2024-11-30,"wk inc flu hosp","quantile","0.1",2.84118577328106
"05",3,2024-12-21,2024-11-30,"wk inc flu hosp","quantile","0.25",6.27865552960471
"05",3,2024-12-21,2024-11-30,"wk inc flu hosp","quantile","0.5",18.6516020365221
"05",3,2024-12-21,2024-11-30,"wk inc flu hosp","quantile","0.75",36.8786995187629
"05",3,2024-12-21,2024-11-30,"wk inc flu hosp","quantile","0.9",51.2757019077347
"05",3,2024-12-21,2024-11-30,"wk inc flu hosp","quantile","0.975",82.6522144923201
"06",0,2024-11-30,2024-11-30,"wk inc flu hosp","quantile","0.025",290.863142087142
"06",0,2024-11-30,2024-11-30,"wk inc flu hosp","quantile","0.1",347.043428593435
"06",0,2024-11-30,2024-11-30,"wk inc flu hosp","quantile","0.25",411.263781109322
"06",0,2024-11-30,2024-11-30,"wk inc flu hosp","quantile","0.5",476.866168070436
"06",0,2024-11-30,2024-11-30,"wk inc flu hosp","quantile","0.75",540.733647176917
"06",0,2024-11-30,2024-11-30,"wk inc flu hosp","quantile","0.9",669.244974518465
"06",0,2024-11-30,2024-11-30,"wk inc flu hosp","quantile","0.975",760.61970407917
"06",1,2024-12-07,2024-11-30,"wk inc flu hosp","quantile","0.025",261.11736865874
"06",1,2024-12-07,2024-11-30,"wk inc flu hosp","quantile","0.1",352.155121006528
"06",1,2024-12-07,2024-11-30,"wk inc flu hosp","quantile","0.25",438.170469939737
"06",1,2024-12-07,2024-11-30,"wk inc flu hosp","quantile","0.5",552.106464141536
"06",1,2024-12-07,2024-11-30,"wk inc flu hosp","quantile","0.75",639.431116165393
"06",1,2024-12-07,2024-11-30,"wk inc flu hosp","quantile","0.9",827.276284865808
"06",1,2024-12-07,2024-11-30,"wk inc flu hosp","quantile","0.975",1017.57697397582
"06",2,2024-12-14,2024-11-30,"wk inc flu hosp","quantile","0.025",225.167104025501
"06",2,2024-12-14,2024-11-30,"wk inc flu hosp","quantile","0.1",343.719384895395
"06",2,2024-12-14,2024-11-30,"wk inc flu hosp","quantile","0.25",461.846750023612
"06",2,2024-12-14,2024-11-30,"wk inc flu hosp","quantile","0.5",626.766982555749
"06",2,2024-12-14,2024-11-30,"wk inc flu hosp","quantile","0.75",860.207339062043
"06",2,2024-12-14,2024-11-30,"wk inc flu hosp","quantile","0.9",927.976534035992
"06",2,2024-12-14,2024-11-30,"wk inc flu hosp","quantile","0.975",1190.46589585543
"06",3,2024-12-21,2024-11-30,"wk inc flu hosp","quantile","0.025",179.854024637489
"06",3,2024-12-21,2024-11-30,"wk inc flu hosp","quantile","0.1",318.680605020516
"06",3,2024-12-21,2024-11-30,"wk inc flu hosp","quantile","0.25",440.114712558829
"06",3,2024-12-21,2024-11-30,"wk inc flu hosp","quantile","0.5",659.629946037959
"06",3,2024-12-21,2024-11-30,"wk inc flu hosp","quantile","0.75",927.120782191574
"06",3,2024-12-21,2024-11-30,"wk inc flu hosp","quantile","0.9",1038.02665188749
"06",3,2024-12-21,2024-11-30,"wk inc flu hosp","quantile","0.975",1360.49568734496
"08",0,2024-11-30,2024-11-30,"wk inc flu hosp","quantile","0.025",15.6084748079064
"08",0,2024-11-30,2024-11-30,"wk inc flu hosp","quantile","0.1",19.8331195944134
"08",0,2024-11-30,2024-11-30,"wk inc flu hosp","quantile","0.25",27.5723158712845
"08",0,2024-11-30,2024-11-30,"wk inc flu hosp","quantile","0.5",33.865754077451
"08",0,2024-11-30,2024-11-30,"wk inc flu hosp","quantile","0.75",41.3555597681652
"08",0,2024-11-30,2024-11-30,"wk inc flu hosp","quantile","0.9",51.0548279950782
"08",0,2024-11-30,2024-11-30,"wk inc flu hosp","quantile","0.975",63.5747475901819
"08",1,2024-12-07,2024-11-30,"wk inc flu hosp","quantile","0.025",14.2106388719226
"08",1,2024-12-07,2024-11-30,"wk inc flu hosp","quantile","0.1",19.1532185047552
"08",1,2024-12-07,2024-11-30,"wk inc flu hosp","quantile","0.25",29.4595929800628
"08",1,2024-12-07,2024-11-30,"wk inc flu hosp","quantile","0.5",40.4319953417354
"08",1,2024-12-07,2024-11-30,"wk inc flu hosp","quantile","0.75",52.671141506922
"08",1,2024-12-07,2024-11-30,"wk inc flu hosp","quantile","0.9",66.8987604908861
"08",1,2024-12-07,2024-11-30,"wk inc flu hosp","quantile","0.975",84.8983279597971
"08",2,2024-12-14,2024-11-30,"wk inc flu hosp","quantile","0.025",11.6670190200693
"08",2,2024-12-14,2024-11-30,"wk inc flu hosp","quantile","0.1",17.6363497866346
"08",2,2024-12-14,2024-11-30,"wk inc flu hosp","quantile","0.25",29.5686431450872
"08",2,2024-12-14,2024-11-30,"wk inc flu hosp","quantile","0.5",47.5701839598881
"08",2,2024-12-14,2024-11-30,"wk inc flu hosp","quantile","0.75",64.8907563736325
"08",2,2024-12-14,2024-11-30,"wk inc flu hosp","quantile","0.9",82.943320568542
"08",2,2024-12-14,2024-11-30,"wk inc flu hosp","quantile","0.975",108.477670809839
"08",3,2024-12-21,2024-11-30,"wk inc flu hosp","quantile","0.025",11.4220482432179
"08",3,2024-12-21,2024-11-30,"wk inc flu hosp","quantile","0.1",17.5504167095428
"08",3,2024-12-21,2024-11-30,"wk inc flu hosp","quantile","0.25",28.6006864608508
"08",3,2024-12-21,2024-11-30,"wk inc flu hosp","quantile","0.5",51.2560404801273
"08",3,2024-12-21,2024-11-30,"wk inc flu hosp","quantile","0.75",76.7285913903117
"08",3,2024-12-21,2024-11-30,"wk inc flu hosp","quantile","0.9",103.629465844623
"08",3,2024-12-21,2024-11-30,"wk inc flu hosp","quantile","0.975",134.042000798547
"09",0,2024-11-30,2024-11-30,"wk inc flu hosp","quantile","0.025",0.109812221082704
"09",0,2024-11-30,2024-11-30,"wk inc flu hosp","quantile","0.1",1.39557477381726
"09",0,2024-11-30,2024-11-30,"wk inc flu hosp","quantile","0.25",2.94162224576877
"09",0,2024-11-30,2024-11-30,"wk inc flu hosp","quantile","0.5",6.11527998770563
"09",0,2024-11-30,2024-11-30,"wk inc flu hosp","quantile","0.75",10.2910610696173
"09",0,2024-11-30,2024-11-30,"wk inc flu hosp","quantile","0.9",16.3360493460504
"09",0,2024-11-30,2024-11-30,"wk inc flu hosp","quantile","0.975",22.2354555448321
"09",1,2024-12-07,2024-11-30,"wk inc flu hosp","quantile","0.025",0
"09",1,2024-12-07,2024-11-30,"wk inc flu hosp","quantile","0.1",1.52948688703266
"09",1,2024-12-07,2024-11-30,"wk inc flu hosp","quantile","0.25",3.72522512088268
"09",1,2024-12-07,2024-11-30,"wk inc flu hosp","quantile","0.5",8.2329159017775
"09",1,2024-12-07,2024-11-30,"wk inc flu hosp","quantile","0.75",13.5738188464803
"09",1,2024-12-07,2024-11-30,"wk inc flu hosp","quantile","0.9",21.0738030903205
"09",1,2024-12-07,2024-11-30,"wk inc flu hosp","quantile","0.975",32.6213198932844
"09",2,2024-12-14,2024-11-30,"wk inc flu hosp","quantile","0.025",0.0115598186386371
"09",2,2024-12-14,2024-11-30,"wk inc flu hosp","quantile","0.1",1.65032851798574
"09",2,2024-12-14,2024-11-30,"wk inc flu hosp","quantile","0.25",4.52171379307566
"09",2,2024-12-14,2024-11-30,"wk inc flu hosp","quantile","0.5",11.5461886552173
"09",2,2024-12-14,2024-11-30,"wk inc flu hosp","quantile","0.75",21.5560717094687
"09",2,2024-12-14,2024-11-30,"wk inc flu hosp","quantile","0.9",30.5475033753314
"09",2,2024-12-14,2024-11-30,"wk inc flu hosp","quantile","0.975",50.0659118662213
"09",3,2024-12-21,2024-11-30,"wk inc flu hosp","quantile","0.025",0
"09",3,2024-12-21,2024-11-30,"wk inc flu hosp","quantile","0.1",1.66366559001313
"09",3,2024-12-21,2024-11-30,"wk inc flu hosp","quantile","0.25",4.33941209922323
"09",3,2024-12-21,2024-11-30,"wk inc flu hosp","quantile","0.5",14.7306856862049
"09",3,2024-12-21,2024-11-30,"wk inc flu hosp","quantile","0.75",26.9970311626525
"09",3,2024-12-21,2024-11-30,"wk inc flu hosp","quantile","0.9",43.7159359857745
"09",3,2024-12-21,2024-11-30,"wk inc flu hosp","quantile","0.975",72.9477454616111
"10",0,2024-11-30,2024-11-30,"wk inc flu hosp","quantile","0.025",3.10580101319159
"10",0,2024-11-30,2024-11-30,"wk inc flu hosp","quantile","0.1",5.56123528981692
"10",0,2024-11-30,2024-11-30,"wk inc flu hosp","quantile","0.25",9.41534215284262
"10",0,2024-11-30,2024-11-30,"wk inc flu hosp","quantile","0.5",13.1758251367223
"10",0,2024-11-30,2024-11-30,"wk inc flu hosp","quantile","0.75",17.3722972892768
"10",0,2024-11-30,2024-11-30,"wk inc flu hosp","quantile","0.9",21.6566692526811
"10",0,2024-11-30,2024-11-30,"wk inc flu hosp","quantile","0.975",27.8979545490064
"10",1,2024-12-07,2024-11-30,"wk inc flu hosp","quantile","0.025",2.51505812052233
"10",1,2024-12-07,2024-11-30,"wk inc flu hosp","quantile","0.1",5.01692398677523
"10",1,2024-12-07,2024-11-30,"wk inc flu hosp","quantile","0.25",9.32997600779562
"10",1,2024-12-07,2024-11-30,"wk inc flu hosp","quantile","0.5",15.5126331736262
"10",1,2024-12-07,2024-11-30,"wk inc flu hosp","quantile","0.75",22.2362589770335
"10",1,2024-12-07,2024-11-30,"wk inc flu hosp","quantile","0.9",29.8157480884558
"10",1,2024-12-07,2024-11-30,"wk inc flu hosp","quantile","0.975",41.6938141982751
"10",2,2024-12-14,2024-11-30,"wk inc flu hosp","quantile","0.025",1.98185776069809
"10",2,2024-12-14,2024-11-30,"wk inc flu hosp","quantile","0.1",4.09842458143642
"10",2,2024-12-14,2024-11-30,"wk inc flu hosp","quantile","0.25",9.60317673400514
"10",2,2024-12-14,2024-11-30,"wk inc flu hosp","quantile","0.5",17.9534727207005
"10",2,2024-12-14,2024-11-30,"wk inc flu hosp","quantile","0.75",25.7357031651186
"10",2,2024-12-14,2024-11-30,"wk inc flu hosp","quantile","0.9",37.4880802582691
"10",2,2024-12-14,2024-11-30,"wk inc flu hosp","quantile","0.975",61.7002205835426
"10",3,2024-12-21,2024-11-30,"wk inc flu hosp","quantile","0.025",1.33852317844198
"10",3,2024-12-21,2024-11-30,"wk inc flu hosp","quantile","0.1",3.99790794233767
"10",3,2024-12-21,2024-11-30,"wk inc flu hosp","quantile","0.25",9.05047400755065
"10",3,2024-12-21,2024-11-30,"wk inc flu hosp","quantile","0.5",18.3787961067355
"10",3,2024-12-21,2024-11-30,"wk inc flu hosp","quantile","0.75",31.8736011138058
"10",3,2024-12-21,2024-11-30,"wk inc flu hosp","quantile","0.9",45.0731399173093
"10",3,2024-12-21,2024-11-30,"wk inc flu hosp","quantile","0.975",65.6344303520284
"11",0,2024-11-30,2024-11-30,"wk inc flu hosp","quantile","0.025",1.97849420795097
"11",0,2024-11-30,2024-11-30,"wk inc flu hosp","quantile","0.1",3.14180234315841
"11",0,2024-11-30,2024-11-30,"wk inc flu hosp","quantile","0.25",4.69965318941707
"11",0,2024-11-30,2024-11-30,"wk inc flu hosp","quantile","0.5",7.29061972960174
"11",0,2024-11-30,2024-11-30,"wk inc flu hosp","quantile","0.75",9.96743992738793
"11",0,2024-11-30,2024-11-30,"wk inc flu hosp","quantile","0.9",13.2466985565565
"11",0,2024-11-30,2024-11-30,"wk inc flu hosp","quantile","0.975",16.5735493951045
"11",1,2024-12-07,2024-11-30,"wk inc flu hosp","quantile","0.025",2.01772235135426
"11",1,2024-12-07,2024-11-30,"wk inc flu hosp","quantile","0.1",3.37409413322627
"11",1,2024-12-07,2024-11-30,"wk inc flu hosp","quantile","0.25",5.84785620487032
"11",1,2024-12-07,2024-11-30,"wk inc flu hosp","quantile","0.5",9.42277976477361
"11",1,2024-12-07,2024-11-30,"wk inc flu hosp","quantile","0.75",13.7147040040374
"11",1,2024-12-07,2024-11-30,"wk inc flu hosp","quantile","0.9",20.1446831487796
"11",1,2024-12-07,2024-11-30,"wk inc flu hosp","quantile","0.975",27.4415957445385
"11",2,2024-12-14,2024-11-30,"wk inc flu hosp","quantile","0.025",1.2629627806391
"11",2,2024-12-14,2024-11-30,"wk inc flu hosp","quantile","0.1",3.51199426788729
"11",2,2024-12-14,2024-11-30,"wk inc flu hosp","quantile","0.25",6.12031414627052
"11",2,2024-12-14,2024-11-30,"wk inc flu hosp","quantile","0.5",11.0421163285204
"11",2,2024-12-14,2024-11-30,"wk inc flu hosp","quantile","0.75",17.9929426594374
"11",2,2024-12-14,2024-11-30,"wk inc flu hosp","quantile","0.9",26.0498650930666
"11",2,2024-12-14,2024-11-30,"wk inc flu hosp","quantile","0.975",42.3882190107255
"11",3,2024-12-21,2024-11-30,"wk inc flu hosp","quantile","0.025",1.03094292453756
"11",3,2024-12-21,2024-11-30,"wk inc flu hosp","quantile","0.1",2.92741234472576
"11",3,2024-12-21,2024-11-30,"wk inc flu hosp","quantile","0.25",6.59874790187716
"11",3,2024-12-21,2024-11-30,"wk inc flu hosp","quantile","0.5",12.5382639593874
"11",3,2024-12-21,2024-11-30,"wk inc flu hosp","quantile","0.75",21.3811857279128
"11",3,2024-12-21,2024-11-30,"wk inc flu hosp","quantile","0.9",32.7393093880975
"11",3,2024-12-21,2024-11-30,"wk inc flu hosp","quantile","0.975",52.3427762071249
"12",0,2024-11-30,2024-11-30,"wk inc flu hosp","quantile","0.025",271.974801318879
"12",0,2024-11-30,2024-11-30,"wk inc flu hosp","quantile","0.1",330.599777919839
"12",0,2024-11-30,2024-11-30,"wk inc flu hosp","quantile","0.25",364.216291585614
"12",0,2024-11-30,2024-11-30,"wk inc flu hosp","quantile","0.5",430.71115749002
"12",0,2024-11-30,2024-11-30,"wk inc flu hosp","quantile","0.75",494.673128231498
"12",0,2024-11-30,2024-11-30,"wk inc flu hosp","quantile","0.9",580.387574650429
"12",0,2024-11-30,2024-11-30,"wk inc flu hosp","quantile","0.975",641.107535697811
"12",1,2024-12-07,2024-11-30,"wk inc flu hosp","quantile","0.025",266.632252721708
"12",1,2024-12-07,2024-11-30,"wk inc flu hosp","quantile","0.1",330.245027189187
"12",1,2024-12-07,2024-11-30,"wk inc flu hosp","quantile","0.25",375.542110630219
"12",1,2024-12-07,2024-11-30,"wk inc flu hosp","quantile","0.5",483.534064290364
"12",1,2024-12-07,2024-11-30,"wk inc flu hosp","quantile","0.75",588.518462524236
"12",1,2024-12-07,2024-11-30,"wk inc flu hosp","quantile","0.9",689.922009547227
"12",1,2024-12-07,2024-11-30,"wk inc flu hosp","quantile","0.975",840.740755022851
"12",2,2024-12-14,2024-11-30,"wk inc flu hosp","quantile","0.025",251.956174928304
"12",2,2024-12-14,2024-11-30,"wk inc flu hosp","quantile","0.1",325.777059060233
"12",2,2024-12-14,2024-11-30,"wk inc flu hosp","quantile","0.25",380.51455235743
"12",2,2024-12-14,2024-11-30,"wk inc flu hosp","quantile","0.5",510.77430833057
"12",2,2024-12-14,2024-11-30,"wk inc flu hosp","quantile","0.75",720.086529238791
"12",2,2024-12-14,2024-11-30,"wk inc flu hosp","quantile","0.9",800.860224893029
"12",2,2024-12-14,2024-11-30,"wk inc flu hosp","quantile","0.975",970.97362367044
"12",3,2024-12-21,2024-11-30,"wk inc flu hosp","quantile","0.025",227.509204979264
"12",3,2024-12-21,2024-11-30,"wk inc flu hosp","quantile","0.1",304.874673045224
"12",3,2024-12-21,2024-11-30,"wk inc flu hosp","quantile","0.25",369.941927935216
"12",3,2024-12-21,2024-11-30,"wk inc flu hosp","quantile","0.5",533.376790727763
"12",3,2024-12-21,2024-11-30,"wk inc flu hosp","quantile","0.75",758.235631320472
"12",3,2024-12-21,2024-11-30,"wk inc flu hosp","quantile","0.9",876.81302402261
"12",3,2024-12-21,2024-11-30,"wk inc flu hosp","quantile","0.975",1140.96466296325
"13",0,2024-11-30,2024-11-30,"wk inc flu hosp","quantile","0.025",24.820579254918
"13",0,2024-11-30,2024-11-30,"wk inc flu hosp","quantile","0.1",32.9697158258129
"13",0,2024-11-30,2024-11-30,"wk inc flu hosp","quantile","0.25",42.4116891307367
"13",0,2024-11-30,2024-11-30,"wk inc flu hosp","quantile","0.5",53.7902139794052
"13",0,2024-11-30,2024-11-30,"wk inc flu hosp","quantile","0.75",66.2409558133185
"13",0,2024-11-30,2024-11-30,"wk inc flu hosp","quantile","0.9",86.6595374301641
"13",0,2024-11-30,2024-11-30,"wk inc flu hosp","quantile","0.975",117.761591471903
"13",1,2024-12-07,2024-11-30,"wk inc flu hosp","quantile","0.025",18.8055134874451
"13",1,2024-12-07,2024-11-30,"wk inc flu hosp","quantile","0.1",30.481003605871
"13",1,2024-12-07,2024-11-30,"wk inc flu hosp","quantile","0.25",43.1135037847298
"13",1,2024-12-07,2024-11-30,"wk inc flu hosp","quantile","0.5",66.6699640099618
"13",1,2024-12-07,2024-11-30,"wk inc flu hosp","quantile","0.75",91.8465260425014
"13",1,2024-12-07,2024-11-30,"wk inc flu hosp","quantile","0.9",116.30091155993
"13",1,2024-12-07,2024-11-30,"wk inc flu hosp","quantile","0.975",160.296105140132
"13",2,2024-12-14,2024-11-30,"wk inc flu hosp","quantile","0.025",16.1931707666194
"13",2,2024-12-14,2024-11-30,"wk inc flu hosp","quantile","0.1",29.1251944885767
"13",2,2024-12-14,2024-11-30,"wk inc flu hosp","quantile","0.25",44.6860313692006
"13",2,2024-12-14,2024-11-30,"wk inc flu hosp","quantile","0.5",76.2381941958423
"13",2,2024-12-14,2024-11-30,"wk inc flu hosp","quantile","0.75",117.930781776373
"13",2,2024-12-14,2024-11-30,"wk inc flu hosp","quantile","0.9",149.955631387134
"13",2,2024-12-14,2024-11-30,"wk inc flu hosp","quantile","0.975",197.506473163761
"13",3,2024-12-21,2024-11-30,"wk inc flu hosp","quantile","0.025",11.6492478520402
"13",3,2024-12-21,2024-11-30,"wk inc flu hosp","quantile","0.1",27.4852478322326
"13",3,2024-12-21,2024-11-30,"wk inc flu hosp","quantile","0.25",43.7460489302885
"13",3,2024-12-21,2024-11-30,"wk inc flu hosp","quantile","0.5",82.2671988940133
